MatrixName,Size,MemoryDiff,Time,Error
ex15.mat,568315,5738496,0.115831,8.21380186712579e-07
shallow_water1.mat,2316415,431316992,4.003405,3.07688798314864e-16
cfd1.mat,14503159,1376878592,7.668294,2.16641067660319e-13
cfd2.mat,23748539,2674397184,10.517469,6.19326456426195e-13
