MatrixName,Size,MemoryDiff,Time,Error
ex15.mat,568315,3210624,0.728338003158569,7.52205594858616e-07
shallow_water1.mat,2316415,30913984,1.22969079017639,2.3005075780259e-16
apache2.mat,8501019,2150241104,159.061979293823,7.87130687601758e-11
parabolic_fem.mat,13430627,450419888,10.7573566436768,2.78163926009668e-12
G3_circuit.mat,14164910,2319963072,153.620629310608,8.20721162362439e-12
cfd1.mat,14503159,432791976,19.3153836727142,3.32987475656585e-12
cfd2.mat,23748539,889195816,65.8250815868378,6.38703575723732e-12
