MatrixName,Size,MemoryDiff,Time,Error
ex15.mat,568315,4739072,1.6862514019012451,5.907681163055393e-07
shallow_water1.mat,2316415,47116288,1.7460620403289795,1.929368153213884e-16
apache2.mat,8501019,1444122624,95.7644395828247,3.57981554647645e-11
parabolic_fem.mat,13430627,388669440,9.146639585494995,6.472721719523311e-13
G3_circuit.mat,14164910,1113559040,51.809067726135254,3.787414790776039e-12
cfd1.mat,14503159,188026880,9.68198037147522,3.6213639157707203e-14
cfd2.mat,23748539,349757440,19.972154140472412,1.9047483359158252e-13
