MatrixName,Size,MemoryDiff,Time,Error
ex15.mat,568315,3563520,0.020856857299804688,6.373039892025257e-07
shallow_water1.mat,2316415,38166528,0.3895890712738037,2.4191432592763325e-16
apache2.mat,8501019,1812176896,101.21445846557617,4.053547131931853e-11
parabolic_fem.mat,13430627,421957632,3.7924461364746094,1.2186342978855653e-12
G3_circuit.mat,14164910,2091032576,75.0569121837616,2.4374166113795984e-12
cfd1.mat,14503159,363032576,9.948444128036499,3.8009881841220814e-13
cfd2.mat,23748539,721747968,24.457919597625732,6.903172394444132e-13
